,influencer_username,platform,text
300,adamcollard,influencers,boring week away best shape read yes flexible fitness approach somewhere along line go make small question always get saw drinking last saw eat dessert fact matter make sacrifice certain time last allows look feel mess pull back extra step smart get hard get body fat flat six pack weekend undo progress probably feel feel strong maybe see visible think week little bit boring passing social could reach look feel amaze keep home big picture kinda thought lockdown full sculpt
301,adamcollard,influencers,swim lift week consistency pool get every people ask start gym exactly like start learn workout regret one swim session hard length rest moderate length rest focus technique length rest total train full upper later progressnotperfection
302,adamcollard,influencers,monday do right grin round do good crack member pace burpees deadlifts back massive look time cap deadlifts bar face burpees set nordic hamstring curl split squat active recovery bike every jump complete hang clean hollow rock hang snatch rev lunge left right cossack squat pullthroughs wanna get sick hip hold back year get flexy sculptvibes want train check link
303,adamcollard,influencers,pike pint
304,adamcollard,influencers,call second date crazy get axe take thank goodnight
305,adamcollard,influencers,friday pipe heavy light save finish workout set heavy hammer curl rest band curl rest smash upper session sculpt
306,adamcollard,influencers,sumo thursday menu top tip look deadlifting glute conventional variation hand inside line leg bar path shoulder blade back pocket take slack jerk bar flexed get tight hip turn think half open book aim breathing breathe breathe bottom reset lose wear right footwear stop lift runner lunge hope enjoy video help hit comment sculpt
307,adamcollard,influencers,see versus see reason thing least try want get shape step per basic resistance session per week year take day skip cardio vice versa skip shit like follow rule nutrition point live little concept kept relatively sound year hit protein ball park calorie do year whether strict track week eyeball eat like dick head time obviously go go mess consistency always trump try nail everything week sculpt
308,adamcollard,influencers,double session lift kick as moment nocco give extra set tempo bench press rest bench rest max unbroken ring row rest russian swing push ups burpee chin ups round time rest round time rest round time rest round time save spicy little number jacked sculpt
309,adamcollard,influencers,sunday pump clock set dip bench pendlay row band face pull round rope pull handstand push ups set fat grip curl tricep extension
310,adamcollard,influencers,super saturday check late quality insane
311,adamcollard,influencers,heavy pull friday weight pull split squat ghd skip wod check late
312,adamcollard,influencers,tuesday pump flick screenshots app steal check demo video film sculpt track weight rep also messenger bot built message everyday anything may mention nutritional drop comment get back link bio sculpt
313,adamcollard,influencers,monday chruch next finish minute get gassy time assault bike calorie hang power clean push press rest repeat one go light light mean mean excuse drop sculpt
314,adamcollard,influencers,movement training tomorrow
315,adamcollard,influencers,airport know grab want healthy stay track cover day almost bloody everywhere stupidly long flight grab hydration shake sort low cal pack cals protein rather panini pot noodle world trust
316,adamcollard,influencers,hot wheel
317,adamcollard,influencers,work
318,adamcollard,influencers,full body workout away hit everything simple effective save one want finish session short time want get something emom min max thruster min max gorilla row min rest minute round full body quad shoulder thruster upper back one get really want add burpees rest minute say sort simple effective workout put home programme link bio get sign sculpt
319,adamcollard,influencers,choose think one favourite fit quality zip next seriously recommend check gymking fitness
320,adamcollard,influencers,barbell challenge tuesday long could hold emom failure deadlifts hang power clean push press every minute complete prescribed rep exercise remainder minute fail complete rep minute score who get minute locker use new bumper pack check kit home gift sculpt
321,adamcollard,influencers,save minimal kit leg day next short time back squat set rep rest set every set walk lunge band swing quad glute fire make sure warm saturday add band brings tension swing make glute light bit actively think push sculpt
322,adamcollard,influencers,thing male female exercise basic well scale exercise accordingly fitness level strength two time per band assistance client online gym mean perfect yet much well option think avoid something thing think chin bar fully legthen arm bottom rep could work video maintain hollow body engage ab rather thing see people gym pull ups something want replicate pull rather use machine put compromise shoutout legend let clip part sculpt
323,adamcollard,influencers,blue nice little chill number friday check late drop site
324,adamcollard,influencers,one red line sprint round fast possible set cal bike handstand push ups rest double unders ghd sit ups burpee box over rest repeat first fitness comp year lit fire keep feel like fitness improve
325,adamcollard,influencers,live busy lifestyle want take stress nutrition come stay track always cover know rave prepped pot literally always get freezer one time day bother cook prepare approx cals per decent protein always veggie along carb source like favourite levi root chicken carabana chick sausage bean protein pot chicken katsu try day could sort nutrition check goal getters structure diet take stress calorie goal
326,adamcollard,influencers,outwork late drop check
327,adamcollard,influencers,smile like mean one man
328,adamcollard,influencers,one back exercise rest pull add weight pull ups back set rep per lot kip pull ups lately competition forget foundation built set add set add bodyweight beginner advanced could band assist pull ups jumping negative pull ups pull ups weight pull ups choose one sculpt fitness fittips
329,adamcollard,influencers,eat day lot people ask nutritional advice hopefully give idea structure day food buy current calorie per day protein fat carbs rest peanut butter prepped pot salmon mixed roast vegetable plenty snack like cookie fruit throughout day make rest calorie comment like ask question sure check muscle food use code cheeky nutrition musclefood fitness sculpt
